year,species,bud_burst,first_leaf,full_leaf,open_flowers,ripe_fruit,colored_leaves,leaves_dropped
1903,Sassafras albidum,999,999,999,999,999,999,999
1903,Hamamelis virginiana,999,999,999,999,999,999,999
1903,Platanus occidentalis,999,999,999,999,999,999,999
1903,Gymnocladus dioicus,999,999,999,999,999,999,999
1903,Rhus typhina,999,999,999,999,999,999,999
1903,Acer saccharinum,999,999,999,999,999,999,999
1903,Acer saccharum,999,999,999,999,999,999,999
1903,Acer negundo,999,999,999,999,999,999,999
1903,Aesculus glabra,999,999,999,999,999,999,999
1903,Diospyros virginiana,999,999,999,999,999,999,999
1903,Fraxinus americana,999,999,999,999,999,999,999
1903,Fraxinus nigra,999,999,999,999,999,999,999
1904,Cornus florida,999,999,999,999,999,999,999
1904,Juglans nigra,999,999,999,999,999,999,999
1904,Carya ovata,999,999,999,999,999,999,999
1904,Carya glabra,999,999,999,999,999,999,999
1904,Populus tremuloides,999,999,999,999,999,999,999
1904,Populus deltoides,999,999,999,999,999,999,999
1904,Salix nigra,999,999,999,999,999,999,999
1904,Ostrya virginiana,999,999,999,999,999,999,999
1904,Quercus velutina,999,999,999,999,999,999,999
1904,Quercus alba,999,999,999,999,999,999,999
1904,Quercus macrocarpa,999,999,999,999,999,999,999
1904,Quercus bicolor,999,999,999,999,999,999,999
1904,Ulmus americana,999,133,146,96,999,298,313
1904,Maclura pomifera,999,999,999,999,999,999,999
1904,Sassafras albidum,999,999,999,999,999,999,999
1904,Hamamelis virginiana,999,999,999,999,999,999,999
1904,Platanus occidentalis,999,999,999,999,999,999,999
1904,Gymnocladus dioicus,999,999,999,999,999,999,999
1904,Rhus typhina,999,999,999,999,999,999,999
1904,Acer saccharinum,999,126,137,92,999,294,304
1904,Acer saccharum,999,999,999,999,999,999,999
1904,Acer negundo,999,999,999,999,999,999,999
1904,Aesculus glabra,999,999,999,999,999,999,999
1904,Diospyros virginiana,999,999,999,999,999,999,999
1904,Fraxinus americana,999,142,157,136,999,288,302
1904,Fraxinus nigra,999,999,999,999,999,999,999
1905,Cornus florida,999,126,138,139,999,999,289
1905,Juglans nigra,999,142,161,999,273,265,295
1905,Carya ovata,999,138,152,133,273,273,301
1905,Carya glabra,999,138,152,132,273,271,303
1905,Populus tremuloides,999,124,133,102,124,268,303
1905,Populus deltoides,999,125,132,118,133,273,301
1905,Salix nigra,999,125,136,123,150,273,291
1905,Ostrya virginiana,999,123,130,136,999,999,285
1905,Quercus velutina,999,132,140,999,999,999,999
1905,Quercus alba,999,140,155,138,279,274,295
1905,Quercus macrocarpa,999,134,146,139,278,283,308
1905,Quercus bicolor,999,130,140,134,274,278,295
1905,Ulmus americana,999,124,140,133,274,274,291
1905,Maclura pomifera,999,140,159,90,126,291,301
1905,Sassafras albidum,999,132,140,999,999,999,288
1905,Hamamelis virginiana,999,124,134,133,999,268,283
1905,Platanus occidentalis,999,141,161,999,999,999,273
1905,Gymnocladus dioicus,999,140,151,999,999,999,301
1905,Rhus typhina,999,130,141,161,999,268,289
1905,Acer saccharinum,999,123,140,999,999,273,295
1905,Acer saccharum,999,131,137,86,134,271,295
1905,Acer negundo,999,130,138,118,999,271,289
1905,Aesculus glabra,999,124,132,137,271,999,295
1905,Diospyros virginiana,999,138,148,999,999,271,291
1905,Fraxinus americana,999,135,150,138,999,268,283
1905,Fraxinus nigra,999,138,153,145,999,271,283
1906,Cornus florida,999,137,145,134,999,999,999
1906,Juglans nigra,999,142,150,143,999,999,999
1906,Carya ovata,999,138,148,145,999,999,999
1906,Carya glabra,999,136,146,146,999,999,999
1906,Populus tremuloides,999,113,124,109,999,999,999
1906,Populus deltoides,999,128,136,116,999,999,999
1906,Salix nigra,999,114,130,999,999,999,999
1906,Ostrya virginiana,999,133,144,999,999,999,999
1906,Quercus velutina,999,136,148,146,999,999,999
1906,Quercus alba,999,136,148,148,999,999,999
1906,Quercus macrocarpa,999,134,147,144,999,999,999
1906,Quercus bicolor,999,134,146,145,999,999,999
1906,Ulmus americana,999,130,143,104,140,289,999
1906,Maclura pomifera,999,141,149,999,999,999,999
1906,Sassafras albidum,999,138,148,142,999,999,999
1906,Hamamelis virginiana,999,999,999,999,999,999,999
1906,Platanus occidentalis,999,142,151,999,999,999,999
1906,Gymnocladus dioicus,999,132,143,147,999,999,999
1906,Rhus typhina,999,999,999,999,999,999,999
1906,Acer saccharinum,999,126,135,97,145,280,999
1906,Acer saccharum,999,132,140,999,999,285,999
1906,Acer negundo,999,126,136,119,999,288,999
1906,Aesculus glabra,999,123,130,124,999,999,999
1906,Diospyros virginiana,999,999,999,999,999,999,999
1906,Fraxinus americana,999,136,148,128,999,287,999
1906,Fraxinus nigra,999,135,147,125,999,999,999
1907,Cornus florida,999,152,165,150,999,999,999
1907,Juglans nigra,999,153,166,165,999,270,278
1907,Carya ovata,999,154,167,999,999,270,288
1907,Carya glabra,999,152,166,999,999,285,303
1907,Populus tremuloides,999,123,140,113,999,292,301
1907,Populus deltoides,999,999,999,130,999,292,303
1907,Salix nigra,999,999,999,141,999,250,281
1907,Ostrya virginiana,999,138,145,130,999,270,288
1907,Quercus velutina,999,153,167,999,999,292,303
1907,Quercus alba,999,156,169,999,999,298,309
1907,Quercus macrocarpa,999,152,165,999,999,271,283
1907,Quercus bicolor,999,152,166,166,999,999,273
1907,Ulmus americana,999,138,152,112,999,292,303
1907,Maclura pomifera,999,152,166,999,999,999,999
1907,Sassafras albidum,999,999,999,999,999,999,999
1907,Hamamelis virginiana,999,999,999,999,999,999,999
1907,Platanus occidentalis,999,148,163,999,999,270,293
1907,Gymnocladus dioicus,999,165,181,186,999,999,999
1907,Rhus typhina,999,999,999,999,999,999,999
1907,Acer saccharinum,999,134,138,84,999,283,293
1907,Acer saccharum,999,134,142,121,999,298,305
1907,Acer negundo,999,134,143,121,999,283,298
1907,Aesculus glabra,999,137,142,150,999,292,303
1907,Diospyros virginiana,999,999,999,999,999,999,999
1907,Fraxinus americana,999,155,166,999,999,270,285
1907,Fraxinus nigra,999,156,166,999,999,270,285
1908,Cornus florida,999,133,140,137,999,304,315
1908,Juglans nigra,999,141,999,999,999,999,999
1908,Carya ovata,999,139,999,999,999,999,999
1908,Carya glabra,999,141,999,999,999,999,999
1908,Populus tremuloides,999,124,139,99,999,298,999
1908,Populus deltoides,999,136,146,111,999,296,999
1908,Salix nigra,999,131,139,999,999,307,999
1908,Ostrya virginiana,999,133,141,999,999,999,999
1908,Quercus velutina,999,141,999,999,999,999,999
1908,Quercus alba,999,141,999,999,999,999,999
1908,Quercus macrocarpa,999,139,999,999,999,999,999
1908,Quercus bicolor,999,136,999,999,999,274,294
1908,Ulmus americana,999,135,143,104,999,279,299
1908,Maclura pomifera,999,999,999,999,999,999,999
1908,Sassafras albidum,999,137,142,999,999,294,999
1908,Hamamelis virginiana,999,999,999,999,999,999,999
1908,Platanus occidentalis,999,999,999,999,999,294,999
1908,Gymnocladus dioicus,999,999,999,999,999,999,999
1908,Rhus typhina,999,999,999,999,999,999,999
1908,Acer saccharinum,999,122,131,87,143,301,999
1908,Acer saccharum,999,128,137,999,999,303,999
1908,Acer negundo,999,124,135,129,999,299,999
1908,Aesculus glabra,999,123,132,136,999,313,999
1908,Diospyros virginiana,999,999,999,999,999,999,999
1908,Fraxinus americana,999,136,143,999,999,299,999
1908,Fraxinus nigra,999,135,141,999,999,294,999
1909,Cornus florida,999,999,999,147,999,999,999
1909,Juglans nigra,999,999,999,999,999,999,999
1909,Carya ovata,999,999,999,999,999,999,999
1909,Carya glabra,999,999,999,999,999,999,999
1909,Populus tremuloides,999,130,142,105,130,999,999
1909,Populus deltoides,999,142,999,999,174,999,999
1909,Salix nigra,999,136,148,999,175,999,999
1909,Ostrya virginiana,999,130,142,131,999,999,999
1909,Quercus velutina,999,999,999,999,999,999,999
1909,Quercus alba,999,999,999,999,999,999,999
1909,Quercus macrocarpa,999,999,999,999,999,999,999
1909,Quercus bicolor,999,999,999,999,999,999,999
1909,Ulmus americana,999,128,142,114,999,999,999
1909,Maclura pomifera,999,999,999,999,999,999,999
1909,Sassafras albidum,999,999,999,999,999,999,999
1909,Hamamelis virginiana,999,999,999,278,999,999,999
1909,Platanus occidentalis,999,146,999,999,999,999,999
1909,Gymnocladus dioicus,999,999,999,162,999,999,999
1909,Rhus typhina,999,999,999,999,999,999,999
1909,Acer saccharinum,999,132,140,106,999,999,999
1909,Acer saccharum,999,138,144,126,999,999,999
1909,Acer negundo,999,136,143,126,999,999,999
1909,Aesculus glabra,999,130,143,144,999,999,999
1909,Diospyros virginiana,999,999,999,999,999,999,999
1909,Fraxinus americana,999,144,151,137,999,999,999
1909,Fraxinus nigra,999,143,151,138,999,999,999
1910,Cornus florida,999,999,999,130,999,999,999
1910,Juglans nigra,999,999,999,999,999,999,999
1910,Carya ovata,999,999,999,999,999,999,999
1910,Carya glabra,999,999,999,999,999,999,999
1910,Populus tremuloides,999,999,999,96,999,999,999
1910,Populus deltoides,999,999,999,98,999,999,999
1910,Salix nigra,999,999,999,999,999,999,999
1910,Ostrya virginiana,999,999,999,999,999,999,999
1910,Quercus velutina,999,999,999,999,999,999,999
1910,Quercus alba,999,999,999,999,999,999,999
1910,Quercus macrocarpa,999,999,999,999,999,999,999
1910,Quercus bicolor,999,999,999,999,999,999,999
1910,Ulmus americana,999,118,134,84,123,298,314
1910,Maclura pomifera,999,999,999,999,999,999,999
1910,Sassafras albidum,999,999,999,999,999,999,999
1910,Hamamelis virginiana,999,999,999,999,999,999,999
1910,Platanus occidentalis,999,999,999,999,999,999,999
1910,Gymnocladus dioicus,999,999,999,999,999,999,999
1910,Rhus typhina,999,999,999,999,999,999,999
1910,Acer saccharinum,999,100,140,78,124,314,319
1910,Acer saccharum,999,110,122,999,999,999,999
1910,Acer negundo,999,136,142,98,999,999,999
1910,Aesculus glabra,999,102,114,130,999,999,999
1910,Diospyros virginiana,999,999,999,999,999,999,999
1910,Fraxinus americana,128,132,150,145,248,285,288
1910,Fraxinus nigra,999,999,999,999,999,999,999
1911,Cornus florida,999,999,999,999,999,999,999
1911,Juglans nigra,999,999,999,999,999,999,999
1911,Carya ovata,999,999,999,999,999,999,999
1911,Carya glabra,999,999,999,999,999,999,999
1911,Populus tremuloides,999,999,999,999,999,999,999
1911,Populus deltoides,999,999,999,999,999,999,999
1911,Salix nigra,999,999,999,999,999,999,999
1911,Ostrya virginiana,999,999,999,999,999,999,999
1911,Quercus velutina,999,999,999,999,999,999,999
1911,Quercus alba,999,999,999,999,999,999,999
1911,Quercus macrocarpa,999,999,999,999,999,999,999
1911,Quercus bicolor,999,999,999,999,999,999,999
1911,Ulmus americana,999,999,999,999,999,999,999
1911,Maclura pomifera,999,999,999,999,999,999,999
1911,Sassafras albidum,999,999,999,999,999,999,999
1911,Hamamelis virginiana,999,999,999,999,999,999,999
1911,Platanus occidentalis,999,999,999,999,999,999,999
1911,Gymnocladus dioicus,999,999,999,999,999,999,999
1911,Rhus typhina,999,999,999,999,999,999,999
1911,Acer saccharinum,999,999,999,999,999,999,999
1911,Acer saccharum,999,999,999,999,999,999,999
1911,Acer negundo,999,999,999,999,999,999,999
1911,Aesculus glabra,999,999,999,999,999,999,999
1911,Diospyros virginiana,999,999,999,999,999,999,999
1911,Fraxinus americana,999,999,999,999,999,999,999
1911,Fraxinus nigra,999,999,999,999,999,999,999
1912,Cornus florida,125,133,143,141,999,999,999
1912,Juglans nigra,127,139,146,178,274,282,288
1912,Carya ovata,129,134,149,147,275,310,315
1912,Carya glabra,129,138,148,146,279,309,314
1912,Populus tremuloides,127,133,145,109,135,294,302
1912,Populus deltoides,117,125,137,116,162,294,311
1912,Salix nigra,118,124,139,129,160,285,311
1912,Ostrya virginiana,122,132,142,999,999,999,999
1912,Quercus velutina,127,136,146,132,284,294,302
1912,Quercus alba,128,136,147,139,279,309,314
1912,Quercus macrocarpa,130,140,149,139,279,294,314
1912,Quercus bicolor,131,141,151,140,280,302,314
1912,Ulmus americana,114,128,139,116,135,285,316
1912,Maclura pomifera,141,149,163,999,999,999,999
1912,Sassafras albidum,999,999,156,999,999,285,294
1912,Hamamelis virginiana,999,999,999,999,999,999,999
1912,Platanus occidentalis,139,151,167,999,999,308,314
1912,Gymnocladus dioicus,999,999,999,999,999,999,999
1912,Rhus typhina,999,999,999,999,999,999,999
1912,Acer saccharinum,114,127,139,97,146,294,302
1912,Acer saccharum,119,129,139,137,999,285,297
1912,Acer negundo,999,999,999,999,999,999,999
1912,Aesculus glabra,999,127,133,139,274,308,313
1912,Diospyros virginiana,137,147,155,171,286,285,302
1912,Fraxinus americana,999,136,149,999,999,285,294
1912,Fraxinus nigra,127,138,148,999,999,285,294
